0.000525,0.000218,1
0.006257,0.000350,1
0.011235,0.000897,1
0.003220,0.000603,1
0.007667,0.000594,1
-0.011598,0.000701,0
-0.007621,0.000450,0
0.002635,0.001071,1
0.014781,0.000761,1
0.006830,0.000373,1
0.003915,0.000341,1
-0.007200,0.001104,0
0.011292,0.000368,1
-0.000891,0.001122,0
0.001557,0.001098,1
0.006892,0.001315,1
0.004683,0.001033,1
0.006165,0.002077,1
0.012077,0.002579,1
-0.008011,0.009187,0
-0.055910,0.006513,0
0.001737,0.004375,1
0.010188,0.000943,1
-0.000604,0.000746,0
-0.004311,0.000949,0
0.000642,0.000984,1
-0.000872,0.000496,0
-0.006190,0.000485,0
0.000590,0.001049,1
0.007152,0.000274,1
0.009230,0.000612,1
-0.003107,0.000714,0
-0.007206,0.000882,0
-0.002590,0.000674,0
0.004675,0.001192,1
0.003133,0.000245,1
-0.006731,0.000715,0
0.009759,0.000259,1
-0.008168,0.000190,0
0.006804,0.000292,1
0.002032,0.000405,1
0.002104,0.001026,1
0.004588,0.000502,1
0.006541,0.000602,1
-0.000177,0.000302,0
0.004066,0.002414,1
0.008819,0.000653,1
0.005006,0.000468,1
-0.001149,0.000223,0
0.008032,0.000568,1
